,序号,旅行社中文名称,地址,许可证编号,固定电话,传真号码,邮政编码,经度,纬度
174,175,四川沐昂旅游科技有限公司,中国（四川）自由贸易试验区成都高新区交子大道33号1栋14层1号,L-SC-100261,-28,(028) 8768 5313,610000,28.742464,104.623780
175,176,宜宾研途旅游有限公司,四川省宜宾市叙州区翟湾路5幢1单元-1层4号,L-SC-100260,0831-8246888,831,644000,30.582250,104.063245
176,177,广元文旅商贸集团有限公司,广元市利州区东坝片区利州广场南侧金橄榄广场2栋34-5号,L-SC-100252,0839-3608387,0839-3608387,628000,31.040180,104.676639
177,178,四川逸乐国际旅行社有限公司,四川省德阳市中江县凯江镇五显庙巷62号3号办公室,L-SC-100257,0838-7259797,0838-7259797,618000,30.701886,104.023202
178,179,四川三朵云国际旅行社有限公司,四川省成都市金牛区茶店子西街36号1栋2单元29楼2924号,L-SC-100256,87691520,87540896,610000,30.411034,103.814445
179,180,成都蜀风趣玩旅行社有限公司,中国（四川）自由贸易试验区成都高新区吉龙二街400号第3层323-8号,L-SC-100255,18161174999,19182110184,610000,30.840752,104.300584
180,181,成都嗨享国际旅行社有限公司,四川省成都市锦江区一环路东五段108号2-1幢7楼704号,L-SC-100254,028-61106820,028-84715197,610000,27.885308,102.243025
181,182,四川旅匠国际旅行社有限公司,四川省凉山彝族自治州西昌市航天大道二段1号水岸国际花城B2幢3单元4层3号（仅用于办公）,L-SC-100251,0834-7173447,0834-7173447,615000,31.747905,104.732553
182,183,江油将进酒旅行社有限公司,四川省绵阳市江油市太平镇桃源路576号二楼,L-SC-100249,0816-3879818,0816-3879666,621000,29.152575,105.331521
183,184,西昌高城旅游开发有限公司,四川省凉山彝族自治州西昌市长安路36号C幢1层24号,L-SC-100113,2171111,无,615000,30.512716,105.572971
184,185,泸州市星辰大海旅游发展有限公司,四川省泸州市泸县玉蟾街道玉蟾大道西段599号泸县电商大厦三楼301,L-SC-100248,8303306699,8303306699,646000,32.427738,105.860160
185,186,遂宁斗城春秋旅游有限公司,四川省遂宁市船山区遂州中路1层658号,L-SC-100246,8252373338,8252373338,629000,27.889864,102.241567
186,187,攀枝花市汇景旅行社有限责任公司,攀枝花市东区学园路9附1号,L-SC-100243,8126868678,无,617000,26.572253,101.729962
187,188,巴中环亚旅行社有限公司,四川省巴中市巴州区江北大道吊桥北街1幢北起1#1楼,L-SC-100247,0827-5270123,0827-5270113,636000,30.556148,104.045179
188,189,四川趣途旅游集团有限公司,犍为县玉津镇油榨街22号,L-SC-100245,8336123131,8336123131,614000,29.207329,103.952057
189,190,四川盈科国际旅行社有限公司,成都市武侯区长华路19号3栋13层1309、1310号,L-SC-100244,86723444,85586444,610000,30.610840,104.084735
190,191,四川西行邦假期国际旅行社有限公司,中国（四川）自由贸易试验区成都高新区世纪城路198号附884号,L-SC-100242,4001885575,2885554536,610000,30.551700,104.059061
191,192,四川航海梦国际旅行社有限责任公司,中国（四川）自由贸易试验区成都高新区天府二街368号2栋1单元12层16号,L-SC-100241,2885109993,2885109953,610000,30.704986,104.024959
192,193,四川川悦拾光旅行社有限公司,四川省成都市金牛区百寿路8号1栋7层5号,L-SC-100240,028-60176134,028-60176134,610000,30.643924,104.137421
193,194,沨水旅行社有限公司,四川省成都市金牛区金府路88号1栋1单元37层3725号,L-SC-100239,19136141316,19136141316,610000,30.670797,104.039918
194,195,成都兔吉国际旅行社有限公司,四川省成都市成华区建材路39号3栋17楼1708号,L-SC-100237,18583929867,19181983689,610000,30.644087,104.138195
195,196,四川阿杰旅行社有限公司,四川省成都市成华区建材路39号2栋13层1311号,L-SC-100235,13699493891,13699493891,610000,31.857025,106.761305
196,197,成都心心向蓉旅行社有限公司,四川省成都市武侯区锦绣路1号1栋13层1309号,L-SC-100232,18689182779,18689182779,610000,30.628378,104.073177
197,198,四川蕲善堂旅行社有限公司,四川省成都市金牛区花照壁西顺街388号5栋1单元14层1401号,L-SC-100233,18384536000,2800000000,610000,30.698572,104.029346
198,199,四川飞仰旅行社有限责任公司,成都市青羊区日月大道一段978号3栋1单元5层514号,L-SC-100227,15208300520,2860159635,610000,30.676999,103.972562
199,200,四川龙晟国际旅行社有限公司,四川省成都市金牛区花照壁西顺街318号1栋1单元21层2104号,L-SC-100231,87508667,87508667,610000,30.700022,104.031063
200,201,四川省丁叮猫国际旅行社有限公司,中国（四川）自由贸易试验区成都高新区交子大道998号10栋7层713号,L-SC-100230,028-69757661,028-69757661,610000,30.584555,104.046964
201,202,四川天恩畅行旅行社有限公司,四川省内江市东兴区东桐路136、138号,L-SC-100229,0832-2200667,0832-2200667,641000,29.593795,105.064807
202,203,遂宁市水云游旅行社有限责任公司,四川省遂宁市遂宁高新区物流港健坤国际百货广场A区3跃4-J-21号,L-SC-100226,0825-2663528,0825-2663528,629000,30.459686,105.560883
203,204,四川旅邦旅行社有限公司,四川省巴中市巴州区江北大道东段巴中财富广场A区2栋Z单元10-4号,L-SC-100219,0827-5885886,0827-5530998,636000,30.584492,104.061512
204,205,四川麦希研学旅行服务有限责任公司,四川省绵阳市经开区塘讯镇三元社区三元市场A区59-61号,L-SC-100228,2851811,6279950,621000,31.854898,106.775563
205,206,四川万成旅旅行社有限公司,中国（四川）自由贸易试验区成都高新区锦晖西一街99号2栋1单元18层1805号,L-SC-100224,63041630,13981823560,610000,31.404123,104.780656
206,207,四川同行九州旅游有限公司,中国（四川）自由贸易试验区成都高新区益州大道中段722号4栋30楼3008号,L-SC-100225,2862997266,2862997266,610000,31.608191,104.466916
207,208,北川禹泉旅行社有限公司,四川省绵阳市北川羌族自治县永昌镇青片路67-2号三楼,L-SC-100216,0816-4774616,0816-4774616,621000,30.549288,104.054820
208,209,宜宾戎学教育管理有限公司,四川省宜宾市叙州区南岸西区大地坡A6-8地块龙城密立方2幢2层2-2-201,L-SC-100214,831,0831 3601027,644000,32.441657,105.839103
209,210,广元同旅国际旅行社有限公司,四川省广元市利州区东坝办事处瞻凤路90号凤凰世纪城、御都安置点2-1-4,L-SC-100215,8393511160,8393511680,628000,30.635066,104.107840
210,211,四川精耕国际旅行社有限公司,四川省成都市锦江区通宝街99号6栋2单元9层21号,L-SC-100222,028-86082123,028-84433303,610000,28.743436,104.613490
211,212,成都市春满欢苗旅游有限公司,中国（四川）自由贸易试验区成都高新区天府四街158号2栋1单元24楼2401号,L-SC-100221,15183306915,18580625757,610000,26.549146,101.694251
212,213,成都运总国际旅行社有限责任公司,四川省成都市金牛区二环路北一段61号,L-SC-100223,87564726,87610838,610000,30.408370,103.813396
213,214,内江全域研学旅行服务有限公司,四川省内江市东兴区汉安大道东一段440号1栋一单元2楼1号,L-SC-100220,0832-2290877,无,641000,30.021038,103.550703
214,215,攀枝花市交通旅游客运有限责任公司,攀枝花市东区金沙江大道西段142号,L-SC-100217,0812-2223618,0812-2223618,617000,29.603365,105.085595
215,216,四川涌能研学旅行服务有限公司,四川省眉山市丹棱县丹棱经济开发区A区,L-SC-100218,2837206333,180030033003,620000,30.698891,104.045343
216,217,四川睦凯国际旅行社有限公司,四川省成都市金牛区花牌坊街168号1栋1单元12层1216、1217号,L-SC-100213,028-85450822,028-85439327,610000,30.797775,104.152378
217,218,成都云与海旅行社有限公司,四川省成都市新都区桂湖街道炬光路222号7栋23层10号,L-SC-100212,028-63055408,63055408,610000,30.958891,103.632353
218,219,四川旅投乐学旅游有限公司,四川省成都市都江堰市奎光塔街道金江社区金江小区62栋4楼,L-SC-100211,028-87280881,028-87287892,610000,30.542869,104.047743
219,220,成都趣看旅行社有限公司,成都市青羊区光华西二路48号附401号4楼,L-SC-100205,028-87074255,028-63061462,610000,30.619892,104.090546
220,221,四川欣笛国际旅行社有限公司,中国（四川）自由贸易试验区成都高新区吉泰路20号1栋15楼,L-SC-100204,2885551553,2885538026,610000,30.643842,104.137596
221,222,四川奢野新藏地旅行社有限公司,四川省成都市锦江区琉璃路8号5栋2单元26层2602号,L-SC-100209,2886114123,2886114123,610000,30.674091,103.958292
222,223,四川梵歌国际旅行社有限公司,四川省成都市成华区建材路39号3栋26层2614号,L-SC-100208,2884208296,2860220032,610000,30.545610,104.064675
223,224,四川川旅自驾旅游有限公司,成都市武侯区火车南站西路18号一栋1单元9层901号,L-SC-100210,85445885,85445885,610000,30.669956,104.136163
224,225,四川美学国际旅行社有限公司,四川省成都市成华区崔家店路731号2栋1单元19层1901号,L-SC-100207,15198003553,2867901687,610000,30.643113,104.036115
225,226,四川领路者文化旅游有限责任公司,四川省成都市武侯区广福桥巷6号6栋1层11号,L-SC-100203,028-85483282,028-85483282,610000,30.609331,104.059919
226,227,四川聪行天下国际旅行社有限责任公司,四川省成都市双流区东升街道西安路一段73号1层,L-SC-100202,028-85827498,028-85827498,610000,30.574911,103.919206
227,228,四川乐娃文化旅游发展有限公司,四川省乐山高新区乐高大道789号1幢1楼1室,L-SC-100201,2132877,2132877,614000,29.535066,103.719227
228,229,成都市悠游国际旅行社有限公司,中国（四川）自由贸易试验区成都高新区天府大道中段1388号1栋6层621号,L-SC-100200,18628107867,15680802610,610000,30.534236,104.068383
229,230,四川嗨皮国际旅行社有限公司,四川省成都市双流区西航港街道珠江路600号1栋2单元12层1219 号（自主申报）,L-SC-100199,028-85625984,028-85625984,610000,30.714907,103.998064
230,231,四川缤纷旅途国际旅行社有限公司,四川省成都金牛高新技术产业园区金科南路38号12栋8层3号,L-SC-100187,83144227,83144227,610000,30.573333,104.006804
231,232,成都趣呗旅游有限责任公司,四川省成都市锦江区锦沙路118号、120号,L-SC-100198,028-85922642,028-85922642,610000,30.613030,104.103390
232,233,成都如果旅行社有限公司,中国（四川）自由贸易试验区成都高新区府城大道西段399号7栋2单元11层1107号,L-SC-100196,028-60116870,028-60116870,610000,30.586559,104.056860
233,234,四川悠行假期国际旅行社有限责任公司,成都市金牛区百寿路8号1幢7层6号,L-SC-100195,62709828,62709828,610000,30.657936,104.134828
234,235,四川极上旅行社有限责任公司,四川省成都市成华区双店路66号1幢11层16号,L-SC-100194,028-86711593,028-86711593,610000,30.670154,104.037478
235,236,南充万景旅行社有限公司,阆中市张飞北路26号,L-SC-100176,0817-6282229,0817-6282229,637000,30.698671,104.029634
236,237,四川德远行空国际旅行社有限责任公司,四川省成都市金牛区花照壁西顺街388号2栋1单元22层2201号,L-SC-100193,64638455,83199915,610000,30.566856,104.060789
237,238,四川省三月晴天旅游有限公司,中国（四川）自由贸易试验区成都高新区天府大道北段1700号7栋1单元722号,L-SC-100192,85330963,85330963,610000,31.485836,104.733002
238,239,绵阳同业国际旅行社有限公司,四川省绵阳市涪城区一环路北段无号平政汽车客运站,L-SC-100191,0816-2250213,0816-2250191,621000,27.669811,100.852535
239,240,四川悦享缘国际旅行社有限责任公司,四川省绵阳市涪城区一环路北段无号平政汽车客运站,L-SC-100190,13990139877,13990139877,621000,31.485836,104.733002
240,241,成都急步徐行旅行社有限责任公司,中国（四川）自由贸易试验区成都高新区益州大道中段722号4栋7层712号,L-SC-100183,61139411,61139411,610000,30.777386,106.101006
241,242,盐源泸沽湖七仙女旅行社有限公司,盐源县泸沽湖镇多舍村母支社,L-SC-100188,0834-6392866,0834-6392866,617000,30.549288,104.054820
242,243,四川金成研学旅行教育咨询有限公司,四川省南充市高坪区白塔路泰信东院小区2栋71铺,L-SC-100159,0817-3369366,0817-3369366,637000,30.523253,104.098417
243,244,四川行成旅行社有限公司,中国（四川）自由贸易试验区成都高新区新通大道777号1栋2单元12楼07号,L-SC-A00911,028-85619688,028-85619688,610000,30.547554,104.065220
244,245,成都海葵旅行社有限责任公司,中国（四川）自由贸易试验区成都高新区萃华路89号1栋1单元26层2607号,L-SC-A00907,028-62095833,,610000,31.586629,105.974758
245,246,四川藏布国际旅行社有限公司,四川省成都市双流区西航港街道大件路白家段280号5栋1单元18楼1821号,L-SC-100185,15609013777,15508038397,610000,30.648090,104.086516
246,247,成都中箐旅行社有限公司,四川省成都市锦江区东大街芷泉段6号1栋1单元32层11号,L-SC-100184,028-61303962,028-61303962,610000,31.257911,106.299321
247,248,四川省全育教育管理有限责任公司,四川省南充市仪陇县新政镇栖凤街27号(新南(一)安置区7幢1层),L-SC-100158,0817-3988788,8173988788,637000,31.083458,106.580872
248,249,四川纵横卓研教育管理有限公司,四川省南充市营山县复兴二街243号永安世家商业区3幢3层1号,L-SC-100182,0817-8982888,0817-8982888,637000,30.566664,104.064584
249,250,成都乐游家旅行社有限责任公司,成都高新区合作路89号17栋1单元10层3号,L-SC-100181,61541813,61541813,610000,30.569975,104.008540
250,251,攀枝花营地文化旅游有限公司,攀枝花市东区文青巷1号,L-SC-100180,8123603322,8123603322,617000,26.577875,101.717892
251,252,宜宾宇客旅行社有限公司,四川省宜宾市屏山县屏山镇君山大道西段499号岷江大厦第11层1号,L-SC-100179,831,0831 5700191,644000,30.646630,104.090966
252,253,四川润享之旅国际旅行社有限公司,四川省成都市锦江区东大街牛王庙段100号1栋1单元16层1602号,L-SC-A00905,18502893141,,610000,30.624315,104.044376
253,254,四川臻煌拾光国际旅行社有限公司,成都市青羊区白丝街57-59号1幢6楼7号,L-SC-A00909,028-61359781,028-61359781,610000,30.666292,104.072277
254,255,四川省旅胜天下国际旅行社有限公司,成都高新区创业路2号3层301号,L-SC-A00914,13632628734,,610000,30.615488,104.068851
255,256,成都耕小喜旅行社有限公司,四川省成都市武侯区航空路1号1栋24层11号F1-77,L-SC-A00910,028-80273726,,610000,28.832695,104.345878
256,257,四川蜀北盛景文旅有限公司,四川省广元市剑阁县下寺镇天一世纪广场南区3-1-3,L-SC-100171,0839-6600915,0839-6602731,628000,30.796541,104.082579
